#TYPE AzureOperation
"ProviderNamespace","ProviderName","Operation","OperationName","ResourceName","Description","IsDataAction"
"Microsoft Power Platform","Microsoft.PowerPlatform","Microsoft.PowerPlatform/accounts/write","Create or Update Account","Account","Creates an account or updates an existing account","False"
"Microsoft Power Platform","Microsoft.PowerPlatform","Microsoft.PowerPlatform/checkNameAvailability/action","Check Name Availability","","Checks that name is valid and not in use for resource type","False"
"Microsoft Power Platform","Microsoft.PowerPlatform","Microsoft.PowerPlatform/enterprisePolicies/delete","Delete Enterprise Policy","Enterprise Policy","Deletes an enterprise policy","False"
"Microsoft Power Platform","Microsoft.PowerPlatform","Microsoft.PowerPlatform/enterprisePolicies/privateEndpointConnectionProxies/delete","Deletes a Private Endpoint Connection Proxy","Private Endpoint Connection Proxy","Deletes a Private Endpoint Connection Proxy","False"
"Microsoft Power Platform","Microsoft.PowerPlatform","Microsoft.PowerPlatform/enterprisePolicies/privateEndpointConnectionProxies/operations/read","Gets a Private Endpoint Connection Proxy operation","Private Endpoint Connection Proxy","Gets a Private Endpoint Connection Proxy operation","False"
"Microsoft Power Platform","Microsoft.PowerPlatform","Microsoft.PowerPlatform/enterprisePolicies/privateEndpointConnectionProxies/read","Gets a Private Endpoint Connection Proxy","Private Endpoint Connection Proxy","Gets a Private Endpoint Connection Proxy","False"
"Microsoft Power Platform","Microsoft.PowerPlatform","Microsoft.PowerPlatform/enterprisePolicies/privateEndpointConnectionProxies/validate/action","Validates a Private Endpoint Connection Proxy","Private Endpoint Connection Proxy","Validates a Private Endpoint Connection Proxy","False"
"Microsoft Power Platform","Microsoft.PowerPlatform","Microsoft.PowerPlatform/enterprisePolicies/privateEndpointConnectionProxies/write","Creates or updates a Private Endpoint Connection Proxy","Private Endpoint Connection Proxy","Creates a Private Endpoint Connection Proxy or updates an existing Private Endpoint Connection Proxy","False"
"Microsoft Power Platform","Microsoft.PowerPlatform","Microsoft.PowerPlatform/enterprisePolicies/privateEndpointConnections/delete","Delete Enterprise Policy Private Endpoint Connection","Private Endpoint Connection","Deletes an enterprise policy private endpoint connection","False"
"Microsoft Power Platform","Microsoft.PowerPlatform","Microsoft.PowerPlatform/enterprisePolicies/privateEndpointConnections/read","Get Enterprise Policy Private Endpoint Connection","Private Endpoint Connection","Gets an enterprise policy private endpoint connection","False"
"Microsoft Power Platform","Microsoft.PowerPlatform","Microsoft.PowerPlatform/enterprisePolicies/privateEndpointConnections/write","Create or Update Enterprise Policy Private Endpoint Connection","Private Endpoint Connection","Creates an enterprise policy private endpoint connection or update an existing enterprise policy private endpoint connection","False"
"Microsoft Power Platform","Microsoft.PowerPlatform","Microsoft.PowerPlatform/enterprisePolicies/privateLinkResources/read","Get Enterprise Policy Private Link Resource","Private Link Resource","Gets an enterprise policy private link resource","False"
"Microsoft Power Platform","Microsoft.PowerPlatform","Microsoft.PowerPlatform/enterprisePolicies/read","Get Enterprise Policy definition","Enterprise Policy","Gets enterprise policy","False"
"Microsoft Power Platform","Microsoft.PowerPlatform","Microsoft.PowerPlatform/enterprisePolicies/write","Create or Update Enterprise Policy","Enterprise Policy","Creates an enterprise Policy or updates an existing enterprise policy","False"
"Microsoft Power Platform","Microsoft.PowerPlatform","Microsoft.PowerPlatform/operationResults/read","Get Operation Result","Operation Results","Gets the result of the asynchronous operation","False"
"Microsoft Power Platform","Microsoft.PowerPlatform","Microsoft.PowerPlatform/operations/read","Lists operations","Operation","Lists all operations available on Microsoft.PowerPlatform resource provider","False"
"Microsoft Power Platform","Microsoft.PowerPlatform","Microsoft.PowerPlatform/operationsStatus/read","Get Operation Status","Operation Status","Gets the status of the asynchronous operation","False"
"Microsoft Power Platform","Microsoft.PowerPlatform","Microsoft.PowerPlatform/register/action","Register Subscription","","Registers the subscription","False"
"Microsoft Power Platform","Microsoft.PowerPlatform","Microsoft.PowerPlatform/unregister/action","Unregister Subscription","","Unregisters the subscription","False"
"-","Microsoft.Project","","** No operations discovered **","","Provider name discovered via Get-AzProviderFeatures","False"
"-","Microsoft.ProviderHub","","** No operations discovered **","","Provider name discovered via Get-AzProviderFeatures","False"
"-","Microsoft.ProviderHubDevTest","","** No operations discovered **","","Provider name discovered via Get-AzProviderFeatures","False"
"Microsoft Purview","Microsoft.Purview","Microsoft.Purview/accounts/addrootcollectionadmin/action","Add root collection admin to account resource","Account","Add root collection admin to account resource for Microsoft Purview provider.","False"
"Microsoft Purview","Microsoft.Purview","Microsoft.Purview/accounts/data/read","Deprecated","Data Plane","Permission is deprecated.","True"
"Microsoft Purview","Microsoft.Purview","Microsoft.Purview/accounts/data/write","Deprecated","Data Plane","Permission is deprecated.","True"
"Microsoft Purview","Microsoft.Purview","Microsoft.Purview/accounts/delete","Delete account resource","Account","Delete account resource for Microsoft Purview provider.","False"
"Microsoft Purview","Microsoft.Purview","Microsoft.Purview/accounts/listkeys/action","List keys on the account resource","Account","List keys on the account resource for Microsoft Purview provider.","False"
"Microsoft Purview","Microsoft.Purview","Microsoft.Purview/accounts/move/action","Move account resource","Account","Move account resource for Microsoft Purview provider.","False"
"Microsoft Purview","Microsoft.Purview","Microsoft.Purview/accounts/operationresults/read","Read the operation status on the account resource","Account","Read the operation status on the account resource for Microsoft Purview provider.","False"
"Microsoft Purview","Microsoft.Purview","Microsoft.Purview/accounts/privateEndpointConnectionProxies/delete","Delete Private Endpoint Connection Proxy","Private Endpoint Connection Proxy","Delete Account Private Endpoint Connection Proxy.","False"
"Microsoft Purview","Microsoft.Purview","Microsoft.Purview/accounts/privateEndpointConnectionProxies/operationResults/read","Operation result by Private Endpoint Connection Proxy","Private Endpoint Connection Proxy Operation Result","Monitor Private Endpoint Connection Proxy async operations.","False"
"Microsoft Purview","Microsoft.Purview","Microsoft.Purview/accounts/privateEndpointConnectionProxies/read","Read Private Endpoint Connection Proxy","Private Endpoint Connection Proxy","Read Account Private Endpoint Connection Proxy.","False"
"Microsoft Purview","Microsoft.Purview","Microsoft.Purview/accounts/privateEndpointConnectionProxies/validate/action","Validate Private Endpoint Connection Proxy","Private Endpoint Connection Proxy","Validate Account Private Endpoint Connection Proxy.","False"
"Microsoft Purview","Microsoft.Purview","Microsoft.Purview/accounts/privateEndpointConnectionProxies/write","Write Private Endpoint Connection Proxy","Private Endpoint Connection Proxy","Write Account Private Endpoint Connection Proxy.","False"
"Microsoft Purview","Microsoft.Purview","Microsoft.Purview/accounts/privateEndpointConnections/delete","Delete Private Endpoint Connection","Private Endpoint Connection","Delete Private Endpoint Connection.","False"
"Microsoft Purview","Microsoft.Purview","Microsoft.Purview/accounts/privateEndpointConnections/read","Read Private Endpoint Connection","Private Endpoint Connection","Read Private Endpoint Connection.","False"
"Microsoft Purview","Microsoft.Purview","Microsoft.Purview/accounts/privateEndpointConnections/write","Create or update Private Endpoint Connection","Private Endpoint Connection","Create or update Private Endpoint Connection.","False"
"Microsoft Purview","Microsoft.Purview","Microsoft.Purview/accounts/PrivateEndpointConnectionsApproval/action","Approve Private Endpoint Connection","Account","Approve Private Endpoint Connection.","False"
"Microsoft Purview","Microsoft.Purview","Microsoft.Purview/accounts/privatelinkresources/read","Read Link Resources","Private Link Resources","Read Account Link Resources.","False"
"Microsoft Purview","Microsoft.Purview","Microsoft.Purview/accounts/read","Read account resource","Account","Read account resource for Microsoft Purview provider.","False"
"Microsoft Purview","Microsoft.Purview","Microsoft.Purview/accounts/scan/read","Deprecated","Data Scan","Permission is deprecated.","True"
"Microsoft Purview","Microsoft.Purview","Microsoft.Purview/accounts/scan/write","Deprecated","Data Scan","Permission is deprecated.","True"
"Microsoft Purview","Microsoft.Purview","Microsoft.Purview/accounts/write","Write account resource","Account","Write account resource for Microsoft Purview provider.","False"
"Microsoft Purview","Microsoft.Purview","Microsoft.Purview/attributeBlobs/read","Read Attribute Blob","Attribute Blob","Read Attribute Blob.","True"
"Microsoft Purview","Microsoft.Purview","Microsoft.Purview/attributeBlobs/write","Write Attribute Blob","Attribute Blob","Write Attribute Blob.","True"
"Microsoft Purview","Microsoft.Purview","Microsoft.Purview/checknameavailability/read","Check if name of purview account is available","Check Name Availability","Check if name of purview account resource is available for Microsoft Purview provider.","False"
"Microsoft Purview","Microsoft.Purview","Microsoft.Purview/getDefaultAccount/read","Get Default Account","Tenant","Gets the default account for the scope.","False"
"Microsoft Purview","Microsoft.Purview","Microsoft.Purview/locations/operationResults/read","Operation result by location","Operation Result","Monitor async operations.","False"
"Microsoft Purview","Microsoft.Purview","Microsoft.Purview/operations/read","Read all operations","Operations","Reads all available operations for Microsoft Purview provider.","False"
"Microsoft Purview","Microsoft.Purview","Microsoft.Purview/policyElements/delete","Delete Policy Element","Policy element","Delete Policy Element.","True"
"Microsoft Purview","Microsoft.Purview","Microsoft.Purview/policyElements/read","Read Policy Element","Policy element","Read Policy Element.","True"
"Microsoft Purview","Microsoft.Purview","Microsoft.Purview/policyElements/write","Create or update Policy Element","Policy element","Create or update Policy Element.","True"
"Microsoft Purview","Microsoft.Purview","Microsoft.Purview/purviewAccountBindings/delete","Delete Account Binding","Account binding","Delete Account Binding.","True"
"Microsoft Purview","Microsoft.Purview","Microsoft.Purview/purviewAccountBindings/read","Read Account Binding","Account binding","Read Account Binding.","True"
"Microsoft Purview","Microsoft.Purview","Microsoft.Purview/purviewAccountBindings/write","Create or update Account Binding","Account binding","Create or update Account Binding.","True"
"Microsoft Purview","Microsoft.Purview","Microsoft.Purview/register/action","Register the Microsoft Purview provider","","Register the subscription for Microsoft Purview provider.","False"
"Microsoft Purview","Microsoft.Purview","Microsoft.Purview/removeDefaultAccount/action","Removes Default Account","","Removes the default account for the scope.","False"
"Microsoft Purview","Microsoft.Purview","Microsoft.Purview/setDefaultAccount/action","Set Default Account","","Sets the default account for the scope.","False"
"Microsoft Purview","Microsoft.Purview","Microsoft.Purview/unregister/action","Unregister the Microsoft Purview provider","","Unregister the subscription for Microsoft Purview provider.","False"
"Microsoft.Quantum","Microsoft.Quantum","Microsoft.Quantum/Locations/Offerings/Read","Read quantum workspace's available providers","Workspaces","Read providers supported","False"
"Microsoft.Quantum","Microsoft.Quantum","Microsoft.Quantum/Workspaces/Delete","Deletes workspace resource","Workspaces","Deletes Workspace","False"
"Microsoft.Quantum","Microsoft.Quantum","Microsoft.Quantum/Workspaces/Read","Gets/List workspace resources","Workspaces","Read Workspace","False"
