#TYPE AzureOperations
"ProviderNamespace","Operation","OperationName","ResourceName","IsDataAction","Description"
"Azure Digital Twins","Microsoft.DigitalTwins/digitalTwinsInstances/privateEndpointConnectionProxies/read","Read PrivateEndpointConnectionProxies",,"False","Read PrivateEndpointConnectionProxies resource"
"Azure Digital Twins","Microsoft.DigitalTwins/digitalTwinsInstances/privateEndpointConnectionProxies/write","Write PrivateEndpointConnectionProxies",,"False","Write PrivateEndpointConnectionProxies resource"
"Azure Digital Twins","Microsoft.DigitalTwins/digitalTwinsInstances/privateEndpointConnectionProxies/delete","Delete PrivateEndpointConnectionProxies",,"False","Delete PrivateEndpointConnectionProxies resource"
"Azure Digital Twins","Microsoft.DigitalTwins/digitalTwinsInstances/privateEndpointConnectionProxies/operationResults/read","Get PrivateEndpointConnectionProxies Async Operation Result",,"False","Get the result of an async operation on a private endpoint connection proxy"
"Azure Digital Twins","Microsoft.DigitalTwins/digitalTwinsInstances/privateEndpointConnections/read","Read PrivateEndpointConnection",,"False","Read PrivateEndpointConnection resource"
"Azure Digital Twins","Microsoft.DigitalTwins/digitalTwinsInstances/privateEndpointConnections/write","Write PrivateEndpointConnection",,"False","Write PrivateEndpointConnection resource"
"Azure Digital Twins","Microsoft.DigitalTwins/digitalTwinsInstances/privateEndpointConnections/delete","Delete PrivateEndpointConnection",,"False","Delete PrivateEndpointConnection resource"
"Azure Digital Twins","Microsoft.DigitalTwins/digitalTwinsInstances/privateEndpointConnections/operationResults/read","Get PrivateEndpointConnection Async Operation Result",,"False","Get the result of an async operation on a private endpoint connection"
"Microsoft.Quantum","Microsoft.Quantum/Workspaces/Read","Gets/List workspace resources",,"False","Read Workspace"
"Microsoft.Quantum","Microsoft.Quantum/Workspaces/Write","Create/update workspace resources",,"False","Writes Workspace"
"Microsoft.Quantum","Microsoft.Quantum/Workspaces/Delete","Deletes workspace resource",,"False","Deletes Workspace"
"Microsoft.Quantum","Microsoft.Quantum/Locations/Offerings/Read","Read quantum workspace's available providers",,"False","Read providers supported"
"Microsoft.BlockchainTokens","Microsoft.BlockchainTokens/tokenServices/Read","Gets/List tokenServices resources",,"False","Read tokenServices"
"Microsoft.BlockchainTokens","Microsoft.BlockchainTokens/tokenServices/Write","Create/update tokenServices resources",,"False","Writes tokenServices"
"Microsoft.BlockchainTokens","Microsoft.BlockchainTokens/tokenServices/Delete","Deletes tokenServices resource",,"False","Deletes tokenServices"
"Microsoft.BlockchainTokens","Microsoft.BlockchainTokens/tokenServices/groups/Read","Gets/List groups resources",,"False","Read groups"
"Microsoft.BlockchainTokens","Microsoft.BlockchainTokens/tokenServices/groups/Write","Create/update groups resources",,"False","Writes groups"
"Microsoft.BlockchainTokens","Microsoft.BlockchainTokens/tokenServices/groups/Delete","Deletes groups resource",,"False","Deletes groups"
"Microsoft.BlockchainTokens","Microsoft.BlockchainTokens/tokenServices/groups/accounts/Read","Gets/List accounts resources",,"False","Read accounts"
"Microsoft.BlockchainTokens","Microsoft.BlockchainTokens/tokenServices/groups/accounts/Write","Create/update accounts resources",,"False","Writes accounts"
"Microsoft.BlockchainTokens","Microsoft.BlockchainTokens/tokenServices/groups/accounts/Delete","Deletes accounts resource",,"False","Deletes accounts"
"Microsoft.BlockchainTokens","Microsoft.BlockchainTokens/tokenServices/blockchainNetworks/Read","Gets/List blockchainNetworks resources",,"False","Read blockchainNetworks"
"Microsoft.BlockchainTokens","Microsoft.BlockchainTokens/tokenServices/blockchainNetworks/Write","Create/update blockchainNetworks resources",,"False","Writes blockchainNetworks"
"Microsoft.BlockchainTokens","Microsoft.BlockchainTokens/tokenServices/blockchainNetworks/Delete","Deletes blockchainNetworks resource",,"False","Deletes blockchainNetworks"
"Microsoft.BlockchainTokens","Microsoft.BlockchainTokens/tokenServices/tokenTemplates/Read","Gets/List tokenTemplates resources",,"False","Read tokenTemplates"
"Microsoft.BlockchainTokens","Microsoft.BlockchainTokens/tokenServices/tokenTemplates/Write","Create/update tokenTemplates resources",,"False","Writes tokenTemplates"
"Microsoft.BlockchainTokens","Microsoft.BlockchainTokens/tokenServices/tokenTemplates/Delete","Deletes tokenTemplates resource",,"False","Deletes tokenTemplates"
"Microsoft.BlockchainTokens","Microsoft.BlockchainTokens/Locations/Read","Gets/List Locations resources",,"False","Read Locations"
"Microsoft.BlockchainTokens","Microsoft.BlockchainTokens/Locations/Write","Create/update Locations resources",,"False","Writes Locations"
"Microsoft.BlockchainTokens","Microsoft.BlockchainTokens/Locations/Delete","Deletes Locations resource",,"False","Deletes Locations"
"Microsoft.BlockchainTokens","Microsoft.BlockchainTokens/Locations/OperationStatuses/Read","Gets/List OperationStatuses resources",,"False","Read OperationStatuses"
"Microsoft.BlockchainTokens","Microsoft.BlockchainTokens/Locations/OperationStatuses/Write","Create/update OperationStatuses resources",,"False","Writes OperationStatuses"
"Microsoft.BlockchainTokens","Microsoft.BlockchainTokens/Locations/OperationStatuses/Delete","Deletes OperationStatuses resource",,"False","Deletes OperationStatuses"
"Microsoft Change Analysis","Microsoft.ChangeAnalysis/register/action","Register Microsoft Change Analysis resource provider",,"False","Register Microsoft Change Analysis resource provider"
"Microsoft Change Analysis","Microsoft.ChangeAnalysis/unregister/action","Unregister Microsoft Change Analysis resource provider",,"False","Unregister Microsoft Change Analysis resource provider"
"Microsoft Change Analysis","Microsoft.ChangeAnalysis/resourceChanges/action","List changes of a single resource",,"False","Return the list of resource changes. Customer data will be masked if user doesn't have permission."
"Microsoft Change Analysis","Microsoft.ChangeAnalysis/changeSnapshots/action","Gets change snapshots for the given resource Id and change Id",,"False","Return the change snapshot. Customer data will be masked if user doesn't have permission."
"Microsoft Change Analysis","Microsoft.ChangeAnalysis/computeChanges/action","List changes of a single resource from ARG",,"False","Return the list of changes."
"Microsoft Change Analysis","Microsoft.ChangeAnalysis/profile/read","Read Configuration Profile",,"False","Read Azure Application Change Analysis Servie Configuration Profile"
"Microsoft Change Analysis","Microsoft.ChangeAnalysis/profile/write","Modify Configuration Profile",,"False","Create or Update Azure Application Change Analysis Servie Configuration Profile Properties"
"Microsoft Change Analysis","Microsoft.ChangeAnalysis/operations/read","List/Get Change Analysis operations",,"False","Return the list of Change Analysis operations"
"Microsoft Change Analysis","Microsoft.ChangeAnalysis/resourceChanges/read","List changes of a single resource",,"False","Return the list of resource changes. Customer data will be masked if user doesn't have permission."
"Microsoft Change Analysis","Microsoft.ChangeAnalysis/changes/read","List changes of the subscription/resource group and the resources under the subscription/resource group",,"False","Return the list of changes. Customer data will always be masked."
"microsoft.vmware","microsoft.vmware/vcenters/Read","Gets/List vcenters resources",,"False","Read vcenters"
"microsoft.vmware","microsoft.vmware/vcenters/Write","Create/update vcenters resources",,"False","Writes vcenters"
"microsoft.vmware","microsoft.vmware/vcenters/Delete","Deletes vcenters resource",,"False","Deletes vcenters"
"microsoft.vmware","microsoft.vmware/resourcepools/Read","Gets/List resourcepools resources",,"False","Read resourcepools"
"microsoft.vmware","microsoft.vmware/resourcepools/Write","Create/update resourcepools resources",,"False","Writes resourcepools"
"microsoft.vmware","microsoft.vmware/resourcepools/Delete","Deletes resourcepools resource",,"False","Deletes resourcepools"
"microsoft.vmware","microsoft.vmware/resourcepools/deploy/action","Deploy on resource pool.",,"False","Deploy on resource pool."
"microsoft.vmware","microsoft.vmware/arczones/Read","Gets/List arczones resources",,"False","Read arczones"
"microsoft.vmware","microsoft.vmware/arczones/Write","Create/update arczones resources",,"False","Writes arczones"
"microsoft.vmware","microsoft.vmware/arczones/Delete","Deletes arczones resource",,"False","Deletes arczones"
"microsoft.vmware","microsoft.vmware/arczones/deploy/action","Deploy on arczone.",,"False","Deploy on arczone."
"microsoft.vmware","microsoft.vmware/virtualmachines/Read","Gets/List virtualmachines resources",,"False","Read virtualmachines"
"microsoft.vmware","microsoft.vmware/virtualmachines/Write","Create/update virtualmachines resources",,"False","Writes virtualmachines"
"microsoft.vmware","microsoft.vmware/virtualmachines/Delete","Deletes virtualmachines resource",,"False","Deletes virtualmachines"
"microsoft.vmware","microsoft.vmware/virtualmachinetemplates/Read","Gets/List virtualmachinetemplates resources",,"False","Read virtualmachinetemplates"
"microsoft.vmware","microsoft.vmware/virtualmachinetemplates/Write","Create/update virtualmachinetemplates resources",,"False","Writes virtualmachinetemplates"
"microsoft.vmware","microsoft.vmware/virtualmachinetemplates/Delete","Deletes virtualmachinetemplates resource",,"False","Deletes virtualmachinetemplates"
"microsoft.vmware","microsoft.vmware/virtualmachinetemplates/clone/action","Clone on virtual machine templates.",,"False","Clone on virtual machine templates."
"microsoft.vmware","microsoft.vmware/virtualnetworks/Read","Gets/List virtualnetworks resources",,"False","Read virtualnetworks"
"microsoft.vmware","microsoft.vmware/virtualnetworks/Write","Create/update virtualnetworks resources",,"False","Writes virtualnetworks"
"microsoft.vmware","microsoft.vmware/virtualnetworks/Delete","Deletes virtualnetworks resource",,"False","Deletes virtualnetworks"
"microsoft.vmware","microsoft.vmware/virtualnetworks/join/action","Join virtual network.",,"False","Join virtual network."
"Microsoft.DataProtection","Microsoft.DataProtection/register/action","Register Resource Provider",,"False","Registers subscription for given Resource Provider"
"Microsoft.DataProtection","Microsoft.DataProtection/unregister/action","Unregister Resource Provider",,"False","Unregisters subscription for given Resource Provider"
"Microsoft.DataProtection","Microsoft.DataProtection/locations/getBackupStatus/action","Check Backup Status for Vault",,"False","Check Backup Status for Recovery Services Vaults"
"Microsoft.DataProtection","Microsoft.DataProtection/locations/checkNameAvailability/action","Check if the requested BackupVault Name is Available",,"False","Checks if the requested BackupVault Name is Available"
"Microsoft.DataProtection","Microsoft.DataProtection/backupVaults/backupInstances/write","Create a Backup Instance",,"False","Creates a Backup Instance"
"Microsoft.DataProtection","Microsoft.DataProtection/backupVaults/backupInstances/delete","Delete Backup Instance",,"False","Deletes the Backup Instance"
"Microsoft.DataProtection","Microsoft.DataProtection/backupVaults/backupInstances/read","Get Backup Instance Details",,"False","Returns details of the Backup Instance"
"Microsoft.DataProtection","Microsoft.DataProtection/backupVaults/backupInstances/read","Get Backup Instances",,"False","Returns all Backup Instances"
"Microsoft.DataProtection","Microsoft.DataProtection/backupVaults/backupInstances/backup/action","Backup Backup Instance",,"False","Performs Backup on the Backup Instance"
"Microsoft.DataProtection","Microsoft.DataProtection/backupVaults/backupInstances/sync/action","Sync Backup Instance",,"False","Sync operation retries last failed operation on backup instance to bring it to a valid state."
"Microsoft.DataProtection","Microsoft.DataProtection/backupVaults/backupInstances/stopProtection/action","Stop Protection of Backup Instance",,"False","Stop Protection operation stops both backup and retention schedules of backup instance. Existing data will be retained forever."
"Microsoft.DataProtection","Microsoft.DataProtection/backupVaults/backupInstances/suspendBackups/action","Suspend Backups of Backup Instance",,"False","Suspend Backups operation stops only backups of backup instance. Retention activities will continue and hence data will be ratained as per policy."
"Microsoft.DataProtection","Microsoft.DataProtection/backupVaults/backupInstances/resumeProtection/action","Resume Protection of Backup Instance",,"False","Resume protection of a ProtectionStopped BI."
